User_id,Product Name,Rating
7252,Santiniketan Leather 7,5
7160,Santiniketan Leather 3,4
7079,Dokra 13,5
6648,Gobindobhog 3,5
7008,Sundarban Honey 1,3
6781,Teracotta 6,4
7214,Fazli 10,5
6769,Baluchari Saree 10,5
7374,Chau Mask 8,3
6774,Nakshi Kantha Saree 8,4
7310,Gobindobhog 2,5
6996,Teracotta 3,3
7388,Dokra 12,5
7440,Santiniketan Leather 7,5
6957,Dokra 1,5
6646,Joynagar Moya 7,5
6786,Joynagar Moya 5,4
6631,Kushmandi Wooden Mask 3,3
6705,Kalonunia 5,5
7287,Kushmandi Wooden Mask 10,3
6846,Dokra 4,5
6715,Santiniketan Leather 7,4
7405,Dokra 11,3
6622,Dokra 6,4
7005,Patachitra 1,3
7083,Sundarban Honey 10,3
7185,Fazli 6,5
7268,Chau Mask 2,4
6890,Kalonunia 11,5
7052,Nakshi Kantha Saree 11,3
6947,Sundarban Honey 14,4
6939,Gobindobhog 5,4
7199,Sundarban Honey 1,4
6715,Madur 8,3
6584,Dokra 14,3
7441,Dokra 6,4
6638,Dokra 11,4
6635,Kushmandi Wooden Mask 1,5
6925,Patachitra 4,4
7424,Garad Saree 4,3
7365,Kushmandi Wooden Mask 4,5
7296,Kolkata Rasgulla 11,4
7450,Patachitra 7,3
6580,Nakshi Kantha Saree 4,3
7255,Mihidana 7,4
6744,Sundarban Honey 6,4
7514,Santipur Tanter Saree 9,5
6973,Himsagar 10,5
7167,Patachitra 3,4
6589,Patachitra 11,5
7381,Dokra 3,4
6578,Sitabhog 5,5
6602,Garad Saree 7,5
7366,Chau Mask 1,3
7174,Kalonunia 10,3
7091,Nakshi Kantha Saree 12,3
7376,Sundarban Honey 5,3
7491,Baluchari Saree 7,5
7213,Garad Saree 6,4
6566,Garad Saree 4,5
7332,Santiniketan Leather 9,4
6883,Joynagar Moya 1,5
7258,Kolkata Rasgulla 9,4
7098,Patachitra 4,3
7269,Sundarban Honey 6,4
6994,Santiniketan Leather 8,3
7107,Sitabhog 9,3
7080,Madur 7,4
7266,Kalonunia 4,5
6818,Patachitra 9,3
7234,Nakshi Kantha Saree 8,4
7073,Garad Saree 9,3
7152,Kalonunia 1,5
7227,Kolkata Rasgulla 5,4
6879,Sundarban Honey 9,5
7331,Himsagar 8,3
7323,Teracotta 3,5
7363,Kalonunia 7,3
7479,Madur 2,4
7447,Kushmandi Wooden Mask 6,5
6663,Santiniketan Leather 5,4
7257,Sitabhog 8,5
6814,Joynagar Moya 1,5
7444,Himsagar 3,3
6757,Nakshi Kantha Saree 4,3
6752,Himsagar 6,4
6636,Himsagar 1,4
7248,Sitabhog 4,3
7440,Santipur Tanter Saree 7,3
7345,Sitabhog 3,3
7261,Kalonunia 8,3
6591,Nakshi Kantha Saree 9,3
6589,Garad Saree 3,4
7276,Baluchari Saree 5,5
7065,Himsagar 7,3
6855,Santiniketan Leather 8,5
7262,Sitabhog 4,5
6543,Madur 4,5
7290,Mihidana 8,3
7305,Fazli 10,4
7383,Teracotta 5,3
6910,Mihidana 6,3
7077,Garad Saree 7,5
7485,Chau Mask 2,4
7212,Fazli 5,3
7010,Madur 4,3
7287,Santipur Tanter Saree 5,4
7247,Dokra 2,4
6690,Chau Mask 3,3
7514,Madur 5,5
6550,Baluchari Saree 10,3
7264,Madur 6,4
7402,Patachitra 2,5
6891,Gobindobhog 10,5
6620,Fazli 9,4
7503,Mihidana 5,3
6957,Gobindobhog 3,4
6868,Kolkata Rasgulla 2,3
7521,Patachitra 14,4
7087,Gobindobhog 5,5
6821,Baluchari Saree 4,5
7455,Fazli 5,3
7211,Sundarban Honey 9,3
6987,Fazli 1,5
7483,Patachitra 6,3
6876,Sundarban Honey 12,5
6570,Patachitra 16,4
7258,Patachitra 2,4
6565,Himsagar 5,5
7348,Garad Saree 2,3
7230,Chau Mask 1,3
7522,Dokra 4,3
6891,Santipur Tanter Saree 6,4
6611,Sitabhog 6,5
6602,Kalonunia 8,3
7210,Sundarban Honey 14,3
7291,Baluchari Saree 1,4
6850,Teracotta 3,4
7009,Nakshi Kantha Saree 13,3
7104,Teracotta 7,4
7291,Himsagar 6,5
6949,Patachitra 13,3
7035,Santiniketan Leather 8,3
6789,Sundarban Honey 13,3
7305,Teracotta 2,3
7223,Madur 4,3
6978,Teracotta 2,3
6832,Teracotta 5,4
7341,Teracotta 5,4
6961,Gobindobhog 1,5
6895,Gobindobhog 5,5
7194,Madur 7,5
6649,Patachitra 9,4
6569,Sitabhog 11,5
6600,Sundarban Honey 5,3
6969,Garad Saree 8,3
7105,Teracotta 7,5
7436,Santipur Tanter Saree 4,5
6553,Nakshi Kantha Saree 13,4
7251,Dokra 3,4
7303,Baluchari Saree 4,3
7159,Kolkata Rasgulla 2,3
7216,Nakshi Kantha Saree 13,3
6802,Sitabhog 2,5
7383,Dokra 5,4
7517,Santiniketan Leather 1,3
6597,Madur 7,3
7229,Dokra 10,4
6759,Fazli 3,5
7140,Fazli 10,5
7013,Patachitra 2,4
7166,Kushmandi Wooden Mask 10,4
7006,Himsagar 2,5
6572,Nakshi Kantha Saree 16,3
6582,Patachitra 13,3
6621,Fazli 4,4
7536,Teracotta 4,3
7079,Fazli 2,4
7130,Garad Saree 9,5
7021,Dokra 6,5
7192,Baluchari Saree 2,4
6728,Santiniketan Leather 6,3
6618,Garad Saree 2,4
7338,Patachitra 10,5
7399,Santiniketan Leather 6,4
6607,Kushmandi Wooden Mask 8,5
7087,Kushmandi Wooden Mask 2,3
7163,Santiniketan Leather 10,5
7087,Madur 1,5
6968,Gobindobhog 9,4
7280,Patachitra 17,5
7381,Nakshi Kantha Saree 2,3
6988,Baluchari Saree 8,5
6603,Kolkata Rasgulla 3,5
7161,Patachitra 2,5
7111,Santiniketan Leather 1,5
7071,Mihidana 4,3
6801,Mihidana 4,3
7085,Patachitra 5,4
6999,Nakshi Kantha Saree 2,3
7328,Madur 1,4
7264,Kushmandi Wooden Mask 11,5
7352,Madur 3,5
7039,Mihidana 1,3
6905,Gobindobhog 1,5
7168,Patachitra 12,4
6963,Mihidana 10,3
7037,Teracotta 4,5
7079,Mihidana 4,4
6987,Patachitra 17,5
6829,Kushmandi Wooden Mask 9,4
6573,Kalonunia 4,4
7398,Garad Saree 8,4
7044,Kushmandi Wooden Mask 3,4
6583,Kolkata Rasgulla 2,3
7138,Dokra 7,5
6679,Garad Saree 11,3
6871,Chau Mask 2,3
6592,Dokra 13,5
7247,Madur 3,3
6892,Sundarban Honey 3,5
7230,Fazli 3,3
7356,Kolkata Rasgulla 11,4
7354,Dokra 2,5
7403,Joynagar Moya 1,5
7448,Teracotta 4,3
6670,Patachitra 13,4
6599,Madur 3,3
7174,Teracotta 8,4
6951,Mihidana 1,3
6989,Kolkata Rasgulla 5,4
7363,Kalonunia 2,4
7015,Madur 1,4
7260,Garad Saree 2,4
7002,Kalonunia 1,3
6594,Kalonunia 1,5
7258,Garad Saree 3,3
6817,Dokra 8,3
6557,Sundarban Honey 9,3
7400,Chau Mask 5,5
7251,Joynagar Moya 4,5
7460,Nakshi Kantha Saree 2,3
7402,Kalonunia 10,3
6742,Kolkata Rasgulla 11,3
7075,Mihidana 2,5
7326,Joynagar Moya 5,5
7388,Chau Mask 6,5
7325,Madur 8,5
7024,Himsagar 3,3
6804,Kalonunia 3,5
6939,Patachitra 12,4
6947,Kolkata Rasgulla 2,3
6815,Sitabhog 11,3
7365,Kolkata Rasgulla 2,5
7161,Chau Mask 4,3
6755,Santiniketan Leather 7,3
6700,Dokra 1,4
6545,Teracotta 3,3
7365,Madur 6,4
6979,Dokra 13,3
7079,Fazli 9,5
6956,Patachitra 12,3
6938,Sitabhog 10,5
6749,Nakshi Kantha Saree 18,3
6624,Joynagar Moya 4,4
7046,Baluchari Saree 9,4
7499,Dokra 1,3
7376,Himsagar 8,5
6537,Chau Mask 8,3
7184,Santiniketan Leather 2,3
7216,Fazli 9,4
6892,Garad Saree 13,3
7030,Santipur Tanter Saree 4,3
7441,Dokra 12,5
7026,Kalonunia 4,5
7447,Patachitra 17,4
6991,Gobindobhog 7,3
6589,Gobindobhog 3,5
6733,Madur 8,4
6717,Patachitra 1,3
6613,Nakshi Kantha Saree 2,4
6702,Kushmandi Wooden Mask 1,5
7437,Santiniketan Leather 5,5
7454,Gobindobhog 7,4
6893,Gobindobhog 6,4
7170,Santiniketan Leather 4,3
6694,Baluchari Saree 7,4
6930,Nakshi Kantha Saree 11,3
6997,Santiniketan Leather 7,3
7462,Gobindobhog 3,4
7507,Himsagar 2,4
6626,Baluchari Saree 2,4
7075,Kushmandi Wooden Mask 3,3
6974,Sundarban Honey 4,5
6794,Patachitra 10,5
6713,Sundarban Honey 12,3
7447,Garad Saree 7,4
7316,Sitabhog 3,5
7287,Teracotta 5,4
6728,Sundarban Honey 5,4
7154,Nakshi Kantha Saree 12,5
6805,Santipur Tanter Saree 9,3
7201,Chau Mask 1,4
6790,Gobindobhog 3,3
7310,Gobindobhog 7,3
6754,Kolkata Rasgulla 6,5
7029,Garad Saree 11,4
6933,Chau Mask 4,4
6585,Sitabhog 8,3
7178,Gobindobhog 8,4
7127,Sitabhog 10,5
6869,Nakshi Kantha Saree 7,4
7450,Garad Saree 12,3
7124,Himsagar 2,5
6714,Kushmandi Wooden Mask 1,5
6918,Kolkata Rasgulla 7,3
6698,Santipur Tanter Saree 2,4
7012,Himsagar 2,5
7049,Garad Saree 10,3
7028,Chau Mask 8,3
6594,Chau Mask 8,4
7308,Patachitra 12,5
6767,Gobindobhog 3,4
7448,Santipur Tanter Saree 10,5
7190,Sitabhog 7,4
6813,Gobindobhog 10,3
7009,Nakshi Kantha Saree 11,3
7305,Sundarban Honey 13,5
7395,Sitabhog 8,5
6606,Himsagar 8,4
7412,Garad Saree 10,5
7457,Chau Mask 1,5
7296,Chau Mask 7,5
6863,Kolkata Rasgulla 11,4
6882,Nakshi Kantha Saree 15,5
6962,Patachitra 9,3
6723,Patachitra 17,3
7144,Santipur Tanter Saree 10,4
7462,Patachitra 14,3
6702,Dokra 13,5
7201,Joynagar Moya 7,4
7351,Kushmandi Wooden Mask 1,4
7279,Santipur Tanter Saree 1,4
6834,Kolkata Rasgulla 3,3
7424,Kolkata Rasgulla 5,5
7523,Kushmandi Wooden Mask 9,4
6924,Nakshi Kantha Saree 12,4
6953,Kalonunia 8,4
6897,Joynagar Moya 2,3
7435,Gobindobhog 11,3
7360,Sundarban Honey 11,3
6732,Himsagar 11,5
7461,Kalonunia 5,5
6665,Teracotta 6,5
7191,Santipur Tanter Saree 3,4
7464,Kalonunia 7,5
7116,Baluchari Saree 10,5
6813,Chau Mask 1,3
7104,Patachitra 7,5
7489,Joynagar Moya 2,3
7351,Sitabhog 11,5
6777,Joynagar Moya 9,4
6945,Himsagar 8,4
6871,Himsagar 8,5
7210,Himsagar 5,3
7169,Nakshi Kantha Saree 13,4
6814,Patachitra 5,3
7188,Santipur Tanter Saree 9,4
6930,Garad Saree 14,5
6879,Himsagar 7,4
7198,Dokra 9,3
7449,Joynagar Moya 2,4
6599,Santiniketan Leather 1,4
7240,Dokra 5,4
6561,Patachitra 2,3
7083,Gobindobhog 5,4
7376,Kolkata Rasgulla 1,5
7511,Kolkata Rasgulla 10,4
6933,Teracotta 6,5
7284,Kushmandi Wooden Mask 10,4
7504,Sundarban Honey 11,5
6953,Patachitra 3,3
7290,Santipur Tanter Saree 10,3
7348,Santipur Tanter Saree 9,4
6819,Garad Saree 12,3
7003,Kushmandi Wooden Mask 8,3
6733,Kushmandi Wooden Mask 11,4
6809,Kushmandi Wooden Mask 11,5
6722,Nakshi Kantha Saree 13,4
7114,Garad Saree 9,3
7082,Chau Mask 7,3
7377,Santiniketan Leather 8,3
6854,Garad Saree 8,4
6747,Baluchari Saree 8,4
7447,Joynagar Moya 5,4
6677,Gobindobhog 11,5
7114,Nakshi Kantha Saree 1,4
6649,Nakshi Kantha Saree 6,3
6887,Garad Saree 9,3
6804,Mihidana 3,4
7338,Nakshi Kantha Saree 5,5
6546,Kolkata Rasgulla 1,3
6670,Nakshi Kantha Saree 17,3
7273,Dokra 8,4
7493,Patachitra 2,4
7233,Kushmandi Wooden Mask 1,4
7162,Baluchari Saree 7,4
6853,Sitabhog 5,4
7400,Sundarban Honey 10,5
7146,Garad Saree 9,3
7010,Joynagar Moya 6,3
7280,Nakshi Kantha Saree 8,4
7110,Garad Saree 3,4
6805,Kushmandi Wooden Mask 10,3
7325,Santipur Tanter Saree 8,4
6687,Sundarban Honey 7,3
7393,Gobindobhog 4,3
6680,Madur 7,5
6747,Sundarban Honey 2,5
6971,Himsagar 4,4
7281,Gobindobhog 4,5
6693,Santiniketan Leather 2,4
6678,Kushmandi Wooden Mask 5,5
7051,Dokra 6,4
6732,Patachitra 15,3
6962,Baluchari Saree 7,4
6747,Joynagar Moya 3,5
6963,Teracotta 2,3
7108,Sitabhog 10,4
7041,Baluchari Saree 7,3
7176,Teracotta 5,5
7240,Kalonunia 4,3
7382,Sundarban Honey 3,5
7525,Himsagar 5,4
7225,Chau Mask 3,5
6594,Chau Mask 3,4
7361,Santipur Tanter Saree 8,5
7114,Fazli 4,3
7120,Santiniketan Leather 6,3
6959,Kolkata Rasgulla 7,5
6973,Joynagar Moya 1,5
7506,Madur 7,4
7286,Mihidana 9,5
7529,Patachitra 15,3
6914,Mihidana 5,4
7404,Joynagar Moya 5,4
7336,Dokra 5,3
7204,Gobindobhog 1,3
6920,Sundarban Honey 5,3
6652,Garad Saree 11,5
6985,Kolkata Rasgulla 7,3
7517,Sitabhog 5,3
6585,Patachitra 17,4
7252,Sundarban Honey 14,3
7123,Dokra 9,3
6789,Dokra 3,5
7223,Kalonunia 4,5
6645,Mihidana 4,5
7004,Patachitra 12,3
7372,Garad Saree 7,5
7191,Sundarban Honey 14,3
6829,Kushmandi Wooden Mask 4,3
7187,Santiniketan Leather 9,4
7049,Kushmandi Wooden Mask 2,5
7045,Santipur Tanter Saree 7,4
6777,Nakshi Kantha Saree 20,3
6963,Himsagar 5,3
7479,Garad Saree 3,3
7180,Kalonunia 11,3
7175,Gobindobhog 2,3
7178,Santiniketan Leather 9,3
7346,Kalonunia 9,3
6559,Dokra 2,5
7303,Fazli 6,4
7340,Sitabhog 7,5
7518,Patachitra 5,3
6653,Himsagar 7,4
6677,Kushmandi Wooden Mask 3,4
6895,Teracotta 2,5
6845,Kolkata Rasgulla 9,5
6927,Teracotta 1,3
6599,Himsagar 5,5
6988,Kushmandi Wooden Mask 3,3
7039,Fazli 4,3
6600,Nakshi Kantha Saree 11,3
7464,Gobindobhog 5,4
7443,Sundarban Honey 7,3
7011,Kolkata Rasgulla 4,4
6670,Madur 1,5
7238,Himsagar 8,5
6566,Kolkata Rasgulla 5,5
6544,Fazli 4,4
6708,Gobindobhog 11,5
6990,Kushmandi Wooden Mask 4,5
7330,Sundarban Honey 8,4
7507,Kushmandi Wooden Mask 5,4
6800,Sitabhog 2,4
7292,Teracotta 3,5
7020,Himsagar 4,4
7247,Dokra 4,3
7449,Sundarban Honey 5,3
7351,Baluchari Saree 5,5
7090,Gobindobhog 2,5
6565,Madur 8,4
7431,Kolkata Rasgulla 9,4
7060,Himsagar 3,3
6706,Himsagar 11,4
7261,Santiniketan Leather 6,3
6702,Garad Saree 2,5
7166,Mihidana 8,3
6667,Patachitra 7,3
7018,Santipur Tanter Saree 5,3
7490,Kolkata Rasgulla 11,4
7153,Santiniketan Leather 1,5
7229,Kolkata Rasgulla 3,4
7359,Fazli 3,3
6857,Madur 5,5
6576,Sundarban Honey 13,5
7513,Mihidana 5,5
7290,Patachitra 8,3
7528,Nakshi Kantha Saree 1,5
6953,Sundarban Honey 3,3
7192,Baluchari Saree 10,5
7217,Himsagar 6,5
6555,Dokra 5,4
7167,Garad Saree 9,3
7389,Garad Saree 9,3
6865,Sitabhog 5,5
7295,Kolkata Rasgulla 9,3
7012,Kalonunia 11,4
7369,Santipur Tanter Saree 1,3
7035,Kushmandi Wooden Mask 3,4
6944,Dokra 8,5
6925,Sundarban Honey 6,3
7248,Patachitra 1,5
7317,Dokra 3,5
7487,Himsagar 1,3
6832,Santiniketan Leather 2,5
6644,Nakshi Kantha Saree 16,3
7513,Sitabhog 5,4
7104,Santiniketan Leather 10,3
7354,Kushmandi Wooden Mask 2,5
6867,Baluchari Saree 6,4
6702,Patachitra 16,5
6839,Santipur Tanter Saree 9,5
6700,Gobindobhog 7,4
6562,Dokra 9,4
6605,Sitabhog 1,4
6995,Gobindobhog 11,3
6850,Kushmandi Wooden Mask 7,3
6592,Mihidana 1,3
7280,Patachitra 6,4
6650,Nakshi Kantha Saree 9,3
7051,Sitabhog 11,4
6813,Mihidana 8,5
7004,Madur 7,4
6672,Nakshi Kantha Saree 9,5
6579,Sundarban Honey 13,4
6785,Sundarban Honey 1,4
7156,Dokra 9,3
6936,Nakshi Kantha Saree 20,5
7148,Dokra 1,3
6819,Nakshi Kantha Saree 17,4
7303,Sitabhog 1,3
7008,Gobindobhog 4,5
7302,Santipur Tanter Saree 3,4
6776,Santipur Tanter Saree 1,4
7385,Kalonunia 10,5
7365,Dokra 7,5
7355,Sundarban Honey 13,4
7419,Garad Saree 9,4
7083,Santiniketan Leather 10,3
7339,Kalonunia 10,4
6973,Kalonunia 4,3
6935,Chau Mask 6,4
7223,Kalonunia 7,5
7050,Nakshi Kantha Saree 16,3
7037,Nakshi Kantha Saree 9,3
6851,Teracotta 2,4
7402,Gobindobhog 1,3
7192,Nakshi Kantha Saree 13,3
7384,Joynagar Moya 5,3
6560,Teracotta 4,4
6667,Madur 1,5
6604,Sitabhog 6,5
7211,Gobindobhog 3,5
7250,Dokra 11,3
7183,Kalonunia 2,4
7224,Nakshi Kantha Saree 5,5
7477,Nakshi Kantha Saree 8,4
7424,Baluchari Saree 2,5
7296,Himsagar 6,5
7394,Nakshi Kantha Saree 12,5
7402,Nakshi Kantha Saree 11,4
7250,Himsagar 5,3
7322,Kalonunia 4,4
7238,Patachitra 14,4
6758,Gobindobhog 7,5
6610,Dokra 13,4
6606,Kalonunia 6,4
6825,Gobindobhog 10,5
6558,Nakshi Kantha Saree 9,4
7228,Garad Saree 1,3
6770,Nakshi Kantha Saree 20,3
6625,Dokra 4,4
6957,Santipur Tanter Saree 4,5
7145,Himsagar 11,4
6550,Baluchari Saree 1,4
7274,Patachitra 8,3
7090,Sundarban Honey 4,3
6549,Mihidana 2,4
6684,Santipur Tanter Saree 10,5
6682,Joynagar Moya 2,4
6575,Nakshi Kantha Saree 9,5
6662,Sundarban Honey 13,4
6775,Madur 1,3
7455,Chau Mask 7,3
7341,Himsagar 1,4
7437,Santiniketan Leather 2,3
7425,Dokra 2,5
7417,Sundarban Honey 2,3
7405,Santiniketan Leather 3,4
6642,Nakshi Kantha Saree 8,5
7370,Sundarban Honey 2,3
6812,Santiniketan Leather 5,5
7338,Kalonunia 9,5
7455,Kolkata Rasgulla 11,3
7382,Patachitra 1,5
6992,Sitabhog 9,3
7460,Nakshi Kantha Saree 8,4
7438,Kushmandi Wooden Mask 9,4
6649,Sundarban Honey 7,4
7522,Madur 1,3
6555,Dokra 14,3
7261,Fazli 10,4
6602,Dokra 2,3
7424,Sundarban Honey 8,3
6549,Kalonunia 7,3
7358,Patachitra 1,5
7290,Nakshi Kantha Saree 3,5
7400,Gobindobhog 8,5
6876,Madur 1,5
7405,Joynagar Moya 10,4
7108,Sitabhog 4,3
7336,Sundarban Honey 2,5
6812,Nakshi Kantha Saree 4,5
7265,Madur 5,4
7247,Himsagar 9,3
7386,Garad Saree 6,5
7128,Santiniketan Leather 4,3
7104,Santipur Tanter Saree 7,3
7157,Gobindobhog 9,5
7136,Chau Mask 3,4
6845,Sitabhog 8,4
6839,Santipur Tanter Saree 2,4
7341,Sundarban Honey 10,5
7118,Santiniketan Leather 7,5
7087,Santiniketan Leather 7,5
6697,Patachitra 9,3
6902,Gobindobhog 1,3
6647,Himsagar 6,3
7014,Fazli 9,5
7161,Dokra 3,5
7234,Sundarban Honey 6,4
6993,Garad Saree 3,5
6954,Madur 7,3
7532,Patachitra 4,3
7035,Madur 5,4
6802,Himsagar 8,3
6836,Sundarban Honey 10,3
7410,Kalonunia 7,5
6904,Nakshi Kantha Saree 17,3
7464,Nakshi Kantha Saree 1,3
7027,Joynagar Moya 10,4
7528,Kolkata Rasgulla 9,3
6919,Santiniketan Leather 5,5
7414,Fazli 9,3
6992,Gobindobhog 7,4
7389,Madur 8,5
7396,Mihidana 1,3
6778,Garad Saree 14,5
7278,Madur 6,4
7504,Fazli 4,3
7489,Himsagar 10,5
7395,Teracotta 8,5
7369,Garad Saree 8,5
6851,Chau Mask 6,4
7496,Teracotta 1,5
6571,Dokra 9,4
6808,Madur 8,4
6895,Madur 5,5
6764,Santipur Tanter Saree 9,4
7350,Kolkata Rasgulla 3,4
6608,Joynagar Moya 6,5
6872,Madur 8,3
7267,Kalonunia 1,3
6620,Baluchari Saree 6,5
6851,Patachitra 14,3
7405,Sitabhog 2,5
6558,Mihidana 9,4
6805,Kolkata Rasgulla 10,4
7221,Sundarban Honey 6,3
7500,Gobindobhog 2,5
6863,Mihidana 2,4
6798,Garad Saree 3,3
7181,Santiniketan Leather 6,3
7360,Santiniketan Leather 8,5
6984,Fazli 7,3
6607,Baluchari Saree 10,4
7392,Himsagar 4,4
6604,Baluchari Saree 9,3
7486,Santiniketan Leather 6,4
7482,Kolkata Rasgulla 1,5
6767,Dokra 5,4
6993,Kalonunia 10,5
7132,Santiniketan Leather 2,5
7201,Garad Saree 1,5
7088,Joynagar Moya 9,4
6566,Sitabhog 3,3
6652,Kolkata Rasgulla 3,5
7238,Santiniketan Leather 9,5
7314,Santipur Tanter Saree 3,4
6724,Kalonunia 7,3
6977,Nakshi Kantha Saree 16,5
7016,Teracotta 5,5
7104,Patachitra 4,3
6736,Kalonunia 3,5
7320,Mihidana 5,3
6699,Joynagar Moya 2,4
6555,Himsagar 10,5
7269,Santiniketan Leather 8,3
6774,Garad Saree 4,3
6851,Patachitra 12,3
7222,Santipur Tanter Saree 10,3
7534,Mihidana 5,4
6624,Chau Mask 8,4
6968,Himsagar 1,4
6573,Sundarban Honey 8,4
6825,Baluchari Saree 10,4
6736,Kushmandi Wooden Mask 8,5
7066,Nakshi Kantha Saree 2,5
7441,Garad Saree 11,3
7217,Himsagar 8,3
7111,Nakshi Kantha Saree 15,4
6758,Patachitra 4,4
6617,Santiniketan Leather 2,3
6579,Gobindobhog 6,5
7498,Sundarban Honey 5,3
6922,Madur 7,5
6566,Madur 3,4
7015,Joynagar Moya 4,4
7462,Santiniketan Leather 7,5
6722,Gobindobhog 9,4
7444,Dokra 13,4
7529,Baluchari Saree 7,4
6704,Dokra 14,3
7002,Teracotta 8,5
7159,Sundarban Honey 13,3
7323,Sundarban Honey 8,5
6739,Nakshi Kantha Saree 15,3
7130,Nakshi Kantha Saree 20,4
7049,Baluchari Saree 8,5
6937,Patachitra 4,3
6870,Sitabhog 4,5
6786,Kolkata Rasgulla 5,3
6920,Nakshi Kantha Saree 18,4
6831,Chau Mask 7,5
6825,Chau Mask 8,5
6892,Kushmandi Wooden Mask 3,5
7141,Nakshi Kantha Saree 9,3
6626,Santipur Tanter Saree 8,3
7203,Patachitra 3,3
6638,Santiniketan Leather 10,5
6572,Dokra 3,4
7001,Gobindobhog 3,3
7452,Baluchari Saree 8,5
